Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;12/05/2025;6.333,388;6.370,055;6.318,944;6.330,610;171.188.177.751,13;2.698.076
WDOFUT;09/05/2025;6.330,610;6.331,721;6.296,166;6.310,055;149.893.313.313,54;2.373.897
WDOFUT;08/05/2025;6.391,166;6.422,833;6.321,721;6.322,833;187.396.480.041,88;2.947.389
WDOFUT;07/05/2025;6.377,833;6.439,500;6.366,722;6.413,944;176.972.740.523,30;2.761.447
WDOFUT;06/05/2025;6.370,055;6.413,389;6.362,833;6.388,389;186.154.306.883,86;2.915.026
WDOFUT;05/05/2025;6.323,944;6.377,277;6.293,943;6.370,055;147.170.499.994,40;2.326.150
WDOFUT;02/05/2025;6.344,499;6.350,055;6.293,388;6.327,833;144.931.317.572,76;2.294.531
WDOFUT;30/04/2025;6.292,277;6.363,388;6.271,721;6.345,055;203.740.834.860,33;3.218.222
WDOFUT;29/04/2025;6.335,979;6.338,777;6.282,820;6.284,499;159.249.206.944,41;2.521.806
WDOFUT;28/04/2025;6.379,066;6.381,864;6.320,871;6.330,943;181.864.968.287,57;2.865.570
WDOFUT;25/04/2025;6.385,221;6.392,495;6.344,373;6.369,553;155.786.200.523,17;2.446.291
WDOFUT;24/04/2025;6.391,376;6.391,376;6.342,694;6.366,196;176.397.223.891,38;2.772.686
WDOFUT;23/04/2025;6.388,019;6.418,235;6.338,777;6.390,257;199.876.307.007,56;3.133.017
WDOFUT;22/04/2025;6.495,456;6.502,730;6.407,604;6.413,199;172.839.914.309,48;2.681.057
WDOFUT;17/04/2025;6.586,665;6.602,333;6.498,813;6.517,838;182.764.542.559,53;2.789.916
WDOFUT;16/04/2025;6.580,510;6.635,347;6.563,723;6.578,831;186.461.287.096,77;2.828.608
WDOFUT;15/04/2025;6.569,319;6.620,239;6.541,340;6.591,701;172.792.703.857,08;2.623.361
WDOFUT;14/04/2025;6.557,568;6.590,023;6.537,423;6.574,355;164.009.395.283,62;2.499.824
WDOFUT;11/04/2025;6.539,102;6.642,622;6.527,911;6.581,629;229.747.430.200,71;3.485.888
WDOFUT;10/04/2025;6.579,950;6.686,828;6.538,542;6.601,214;252.665.055.887,99;3.813.865
WDOFUT;09/04/2025;6.770,203;6.846,304;6.531,268;6.540,221;334.505.637.650,34;4.966.687
WDOFUT;08/04/2025;6.601,214;6.761,810;6.584,427;6.756,214;276.202.142.662,26;4.135.595
WDOFUT;07/04/2025;6.608,488;6.668,362;6.535,185;6.644,301;277.381.097.175,74;4.191.856
WDOFUT;04/04/2025;6.408,723;6.585,546;6.405,925;6.583,867;281.214.225.488,44;4.321.183
WDOFUT;03/04/2025;6.325,907;6.347,730;6.288,975;6.335,979;195.791.221.581,14;3.100.844
WDOFUT;02/04/2025;6.390,257;6.426,069;6.351,087;6.400,889;200.225.756.753,25;3.130.824
WDOFUT;01/04/2025;6.428,308;6.448,452;6.381,304;6.391,376;162.686.855.628,25;2.536.291
WDOFUT;31/03/2025;6.487,622;6.510,004;6.412,640;6.413,759;182.307.627.883,61;2.823.271
WDOFUT;28/03/2025;6.471,897;6.509,600;6.469,083;6.482,026;170.006.976.455,68;2.619.644
WDOFUT;27/03/2025;6.447,700;6.500,033;6.444,323;6.465,144;169.085.278.899,41;2.612.815
WDOFUT;26/03/2025;6.427,442;6.474,148;6.413,936;6.462,331;158.171.252.328,25;2.451.001
WDOFUT;25/03/2025;6.483,714;6.484,277;6.397,617;6.421,815;185.358.956.186,94;2.881.836
WDOFUT;24/03/2025;6.440,384;6.506,786;6.428,004;6.493,281;169.147.868.687,98;2.613.805
WDOFUT;21/03/2025;6.414,499;6.469,083;6.406,621;6.458,392;163.607.421.688,07;2.537.816
WDOFUT;20/03/2025;6.386,926;6.409,435;6.370,044;6.402,119;163.460.200.622,57;2.557.369
WDOFUT;19/03/2025;6.413,374;6.420,126;6.353,725;6.373,420;166.794.654.809,60;2.610.834
WDOFUT;18/03/2025;6.436,445;6.449,388;6.382,424;6.402,682;162.197.585.770,76;2.528.659
WDOFUT;17/03/2025;6.478,087;6.483,714;6.396,492;6.420,689;175.157.350.293,09;2.721.822
WDOFUT;14/03/2025;6.538,861;6.541,112;6.451,076;6.489,341;189.146.300.727,70;2.916.320
WDOFUT;13/03/2025;6.576,564;6.592,883;6.542,800;6.553,492;144.306.348.086,91;2.197.784
WDOFUT;12/03/2025;6.568,123;6.606,388;6.536,610;6.557,994;177.317.272.501,11;2.698.150
WDOFUT;11/03/2025;6.599,636;6.610,327;6.559,119;6.565,872;182.974.307.166,39;2.776.988
WDOFUT;10/03/2025;6.547,865;6.639,026;6.525,356;6.618,205;204.400.284.486,80;3.109.432
WDOFUT;07/03/2025;6.514,101;6.558,557;6.505,660;6.543,926;175.543.492.750,26;2.687.399
WDOFUT;06/03/2025;6.506,223;6.539,424;6.484,840;6.521,417;197.504.530.675,42;3.033.819
WDOFUT;05/03/2025;6.608,076;6.610,327;6.491,592;6.494,969;144.593.720.178,28;2.208.185
WDOFUT;28/02/2025;6.603,012;6.697,550;6.589,506;6.653,657;235.727.483.495,25;3.551.734
WDOFUT;27/02/2025;6.594,462;6.621,660;6.570,096;6.610,327;196.242.609.540,32;2.974.342
WDOFUT;26/02/2025;6.507,767;6.594,462;6.499,267;6.577,463;226.603.838.114,61;3.459.227
WDOFUT;25/02/2025;6.537,232;6.591,628;6.507,200;6.507,767;211.291.150.649,81;3.226.215
WDOFUT;24/02/2025;6.486,802;6.561,030;6.473,769;6.552,531;175.203.762.302,25;2.693.518
WDOFUT;21/02/2025;6.472,636;6.508,334;6.460,170;6.503,801;179.614.590.323,20;2.771.627
WDOFUT;20/02/2025;6.473,202;6.487,935;6.453,937;6.474,336;169.909.997.670,20;2.625.999
WDOFUT;19/02/2025;6.473,202;6.506,634;6.449,404;6.494,734;186.382.644.419,49;2.876.550
WDOFUT;18/02/2025;6.486,802;6.499,267;6.443,738;6.459,037;174.348.329.729,70;2.694.453
WDOFUT;17/02/2025;6.487,368;6.498,701;6.468,103;6.487,935;114.503.002.178,90;1.766.284
WDOFUT;14/02/2025;6.548,564;6.554,231;6.465,270;6.480,002;178.161.515.924,15;2.740.537
WDOFUT;13/02/2025;6.544,598;6.588,795;6.539,498;6.545,731;190.567.530.320,40;2.903.694
WDOFUT;12/02/2025;6.558,197;6.578,596;6.527,599;6.550,264;205.694.169.392,68;3.139.021
WDOFUT;11/02/2025;6.593,328;6.602,394;6.545,731;6.551,398;175.642.798.884,50;2.673.613
WDOFUT;10/02/2025;6.608,627;6.625,060;6.556,497;6.584,262;167.576.503.621,78;2.545.372
WDOFUT;07/02/2025;6.568,963;6.614,860;6.525,333;6.607,494;236.615.094.837,60;3.604.582
WDOFUT;06/02/2025;6.607,494;6.629,593;6.542,898;6.557,631;203.872.770.724,50;3.096.624
WDOFUT;05/02/2025;6.558,197;6.622,793;6.544,598;6.593,895;189.757.744.380,98;2.878.756
WDOFUT;04/02/2025;6.605,228;6.634,692;6.546,298;6.550,264;198.479.564.178,39;3.011.238
WDOFUT;03/02/2025;6.682,856;6.725,920;6.599,561;6.614,860;226.609.285.968,31;3.399.721
WDOFUT;31/01/2025;6.686,256;6.691,922;6.620,527;6.655,091;217.486.895.687,18;3.269.619
WDOFUT;30/01/2025;6.679,378;6.785,879;6.663,432;6.694,755;227.631.675.689,48;3.390.952
WDOFUT;29/01/2025;6.681,656;6.710,133;6.657,736;6.665,710;207.302.455.110,22;3.101.510
WDOFUT;28/01/2025;6.739,178;6.748,860;6.674,822;6.679,948;194.956.733.516,70;2.905.636
WDOFUT;27/01/2025;6.777,906;6.791,005;6.718,675;6.719,814;190.841.754.622,99;2.826.159
WDOFUT;24/01/2025;6.734,053;6.757,403;6.691,908;6.740,887;190.264.464.597,28;2.831.029
WDOFUT;23/01/2025;6.779,615;6.811,508;6.700,451;6.755,695;240.181.014.741,42;3.550.989
WDOFUT;22/01/2025;6.860,487;6.868,460;6.748,860;6.778,475;256.608.636.484,75;3.771.726
WDOFUT;21/01/2025;6.908,327;6.925,413;6.867,321;6.874,156;186.937.915.336,32;2.710.828
WDOFUT;20/01/2025;6.925,413;6.948,194;6.874,156;6.874,156;179.633.467.655,59;2.599.548
WDOFUT;17/01/2025;6.916,300;6.953,319;6.881,559;6.931,108;205.311.386.040,63;2.968.943
WDOFUT;16/01/2025;6.879,851;6.932,247;6.846,818;6.907,757;223.262.216.321,61;3.240.587
WDOFUT;15/01/2025;6.908,327;6.933,386;6.857,070;6.866,182;212.041.354.148,85;3.074.437
WDOFUT;14/01/2025;6.963,571;6.963,571;6.903,201;6.925,982;209.769.994.537,43;3.027.365
WDOFUT;13/01/2025;7.004,577;7.015,397;6.945,346;6.966,988;185.297.417.832,87;2.655.780
WDOFUT;10/01/2025;6.907,188;7.005,146;6.896,936;6.980,657;215.507.787.969,70;3.093.352
WDOFUT;09/01/2025;6.984,643;7.002,298;6.898,076;6.903,771;199.175.453.184,54;2.862.294
WDOFUT;08/01/2025;7.006,855;7.041,596;6.979,517;6.982,935;197.751.541.134,24;2.819.819
WDOFUT;07/01/2025;6.997,173;7.001,729;6.925,982;6.983,504;219.736.692.937,65;3.157.230
WDOFUT;06/01/2025;7.035,331;7.043,304;6.972,114;6.993,756;200.781.647.678,06;2.866.744
WDOFUT;03/01/2025;7.039,317;7.098,548;7.023,940;7.077,476;187.883.124.773,71;2.660.672
WDOFUT;02/01/2025;7.084,310;7.131,580;7.033,622;7.045,013;192.246.615.797,01;2.712.562
WDOFUT;30/12/2024;7.107,660;7.150,375;7.046,721;7.066,655;202.811.498.927,70;2.860.533
WDOFUT;27/12/2024;7.099,126;7.119,737;7.067,066;7.097,409;172.398.938.165,03;2.428.639
WDOFUT;26/12/2024;7.059,051;7.101,417;7.042,448;7.083,096;198.531.607.032,79;2.807.489
WDOFUT;23/12/2024;7.010,960;7.105,997;6.999,510;7.100,844;186.529.297.293,75;2.640.497
WDOFUT;20/12/2024;6.991,495;7.009,242;6.928,518;6.985,197;283.362.078.522,91;4.066.011
WDOFUT;19/12/2024;7.156,378;7.223,361;6.998,365;7.058,478;404.322.041.921,87;5.697.635
WDOFUT;18/12/2024;6.993,212;7.241,682;6.984,624;7.160,385;307.710.084.437,98;4.339.365
WDOFUT;17/12/2024;7.047,601;7.119,164;6.947,411;7.000,655;361.982.238.079,82;5.143.849
WDOFUT;16/12/2024;6.960,007;7.054,471;6.907,336;7.053,898;257.956.853.607,98;3.705.470
WDOFUT;13/12/2024;6.861,535;6.968,022;6.847,795;6.925,656;265.044.809.766,43;3.832.059
WDOFUT;12/12/2024;6.754,475;6.937,679;6.729,285;6.852,375;317.642.887.854,12;4.645.428
WDOFUT;11/12/2024;6.961,724;6.966,304;6.810,581;6.830,047;278.130.434.940,10;4.029.443
WDOFUT;10/12/2024;6.946,839;6.965,732;6.903,901;6.935,961;208.207.906.327,92;2.999.792
WDOFUT;09/12/2024;6.975,464;6.989,205;6.927,946;6.975,464;186.745.440.424,62;2.684.030
WDOFUT;06/12/2024;6.910,198;6.994,357;6.868,405;6.986,342;234.964.014.386,37;3.387.326
WDOFUT;05/12/2024;6.926,228;6.930,236;6.842,069;6.904,473;212.235.371.389,69;3.084.493
WDOFUT;04/12/2024;6.950,274;6.972,602;6.911,343;6.934,244;207.900.436.988,19;2.993.930
WDOFUT;03/12/2024;6.948,556;6.999,510;6.926,801;6.937,679;228.889.700.653,95;3.287.022
WDOFUT;02/12/2024;6.899,893;6.996,647;6.896,458;6.962,297;244.354.054.545,10;3.511.821
WDOFUT;29/11/2024;6.898,748;7.028,135;6.843,787;6.879,283;305.052.605.375,98;4.398.216
WDOFUT;28/11/2024;6.871,628;6.931,981;6.836,566;6.925,083;195.877.584.280,92;2.847.183
WDOFUT;27/11/2024;6.675,049;6.858,408;6.673,325;6.855,534;291.817.554.645,40;4.328.321
WDOFUT;26/11/2024;6.685,395;6.707,238;6.648,034;6.680,222;198.284.393.004,81;2.971.464
WDOFUT;25/11/2024;6.656,081;6.695,167;6.643,436;6.669,301;201.475.216.100,28;3.020.083
WDOFUT;22/11/2024;6.699,765;6.711,261;6.660,679;6.679,073;191.762.650.761,82;2.868.114
WDOFUT;21/11/2024;6.656,081;6.714,135;6.653,782;6.693,443;205.908.115.920,82;3.076.936
WDOFUT;19/11/2024;6.633,089;6.672,175;6.614,696;6.639,412;192.469.431.979,90;2.897.461
WDOFUT;18/11/2024;6.650,333;6.677,348;6.603,200;6.615,271;170.219.468.444,76;2.566.489
WDOFUT;14/11/2024;6.684,821;6.712,411;6.635,389;6.655,506;211.771.050.978,18;3.176.264
WDOFUT;13/11/2024;6.598,602;6.700,915;6.591,130;6.687,695;228.178.720.756,78;3.430.026
WDOFUT;12/11/2024;6.661,829;6.675,624;6.608,948;6.619,295;223.463.467.111,78;3.361.496
WDOFUT;11/11/2024;6.652,632;6.698,616;6.620,444;6.635,389;176.636.032.529,35;2.650.904
WDOFUT;08/11/2024;6.602,626;6.669,301;6.589,980;6.618,145;208.393.347.529,62;3.141.908
WDOFUT;07/11/2024;6.560,666;6.593,429;6.489,392;6.560,666;294.685.883.792,57;4.504.729
WDOFUT;06/11/2024;6.745,749;6.753,796;6.526,178;6.583,657;308.768.560.689,68;4.657.035
WDOFUT;05/11/2024;6.667,577;6.690,569;6.614,121;6.627,916;207.940.213.262,76;3.122.313
WDOFUT;04/11/2024;6.727,930;6.731,954;6.635,389;6.677,923;203.213.154.264,64;3.043.987
WDOFUT;01/11/2024;6.673,900;6.787,708;6.644,011;6.776,787;235.245.567.960,93;3.504.875
WDOFUT;31/10/2024;6.648,034;6.683,096;6.633,089;6.680,797;175.404.277.742,24;2.633.055
WDOFUT;30/10/2024;6.642,269;6.677,428;6.633,046;6.648,609;194.409.730.549,76;2.920.342
WDOFUT;29/10/2024;6.582,325;6.649,185;6.568,491;6.645,151;241.830.312.095,16;3.659.246
WDOFUT;28/10/2024;6.576,561;6.596,734;6.556,387;6.586,936;153.949.558.151,86;2.341.066
WDOFUT;25/10/2024;6.541,978;6.592,699;6.539,096;6.586,936;165.731.758.195,01;2.523.152
WDOFUT;24/10/2024;6.557,540;6.599,040;6.530,450;6.537,366;196.413.105.849,32;2.988.076
WDOFUT;23/10/2024;6.596,158;6.612,873;6.558,116;6.560,422;189.255.716.231,72;2.871.937
WDOFUT;22/10/2024;6.560,998;6.597,887;6.547,741;6.569,068;180.790.154.946,68;2.749.937
WDOFUT;21/10/2024;6.583,477;6.619,790;6.563,304;6.566,762;183.304.665.104,64;2.781.078
WDOFUT;18/10/2024;6.506,818;6.584,054;6.498,749;6.580,595;172.289.243.875,82;2.632.157
WDOFUT;17/10/2024;6.559,845;6.569,068;6.525,262;6.525,262;167.352.689.328,22;2.554.192
WDOFUT;16/10/2024;6.530,450;6.582,325;6.502,207;6.546,589;208.363.830.795,07;3.183.947
WDOFUT;15/10/2024;6.458,402;6.543,130;6.445,721;6.531,603;207.793.468.976,20;3.192.102
WDOFUT;14/10/2024;6.486,644;6.529,873;6.427,277;6.452,638;184.915.580.533,69;2.856.079
WDOFUT;11/10/2024;6.441,110;6.532,179;6.421,513;6.473,964;207.360.238.256,89;3.194.967
WDOFUT;10/10/2024;6.449,756;6.476,846;6.432,464;6.453,214;181.827.037.821,59;2.817.818
WDOFUT;09/10/2024;6.395,576;6.472,811;6.392,117;6.467,047;168.651.166.349,85;2.617.648
WDOFUT;08/10/2024;6.364,451;6.405,950;6.353,499;6.399,034;172.135.178.282,46;2.698.327
WDOFUT;07/10/2024;6.324,104;6.357,534;6.267,618;6.356,381;163.238.852.436,48;2.584.446
WDOFUT;04/10/2024;6.328,715;6.384,048;6.299,896;6.299,896;172.807.304.815,15;2.727.549
WDOFUT;03/10/2024;6.308,541;6.374,826;6.303,354;6.334,479;161.820.696.051,84;2.552.284
WDOFUT;02/10/2024;6.265,312;6.304,507;6.250,903;6.292,979;150.705.322.277,32;2.399.188
WDOFUT;01/10/2024;6.336,784;6.337,361;6.271,076;6.275,111;223.312.073.170,42;3.538.792
WDOFUT;30/09/2024;6.282,028;6.332,750;6.250,326;6.306,812;150.241.895.484,42;2.385.071
WDOFUT;27/09/2024;6.288,378;6.321,963;6.284,325;6.286,062;144.475.438.474,55;2.292.921
WDOFUT;26/09/2024;6.305,750;6.318,489;6.261,164;6.297,643;177.732.632.291,79;2.823.129
WDOFUT;25/09/2024;6.317,909;6.366,549;6.301,117;6.340,492;165.452.936.826,26;2.608.915
WDOFUT;24/09/2024;6.394,922;6.404,186;6.309,224;6.315,014;187.207.098.326,83;2.953.647
WDOFUT;23/09/2024;6.453,984;6.489,305;6.404,186;6.416,925;179.873.753.610,29;2.795.558
WDOFUT;20/09/2024;6.299,380;6.403,028;6.280,272;6.391,448;207.882.501.844,16;3.274.542
WDOFUT;19/09/2024;6.262,901;6.308,645;6.255,373;6.286,062;183.958.170.665,83;2.927.388
WDOFUT;18/09/2024;6.349,757;6.372,918;6.273,323;6.331,806;224.551.380.382,31;3.545.541
WDOFUT;17/09/2024;6.391,448;6.396,659;6.353,231;6.355,547;179.453.990.824,15;2.814.775
WDOFUT;16/09/2024;6.453,405;6.473,671;6.376,393;6.384,499;180.676.398.422,16;2.817.405
WDOFUT;13/09/2024;6.508,414;6.519,416;6.431,980;6.455,721;181.932.031.455,07;2.812.271
WDOFUT;12/09/2024;6.554,158;6.587,163;6.514,783;6.526,364;181.700.179.423,21;2.772.604
WDOFUT;11/09/2024;6.539,682;6.584,268;6.505,519;6.575,582;209.767.867.412,05;3.204.692
WDOFUT;10/09/2024;6.471,934;6.582,531;6.463,249;6.573,845;208.902.058.189,82;3.200.567
WDOFUT;09/09/2024;6.485,252;6.547,789;6.471,355;6.484,094;162.354.757.004,34;2.493.999
WDOFUT;06/09/2024;6.476,567;6.503,781;6.419,242;6.501,465;200.908.104.710,72;3.106.687
WDOFUT;05/09/2024;6.547,789;6.560,527;6.462,091;6.469,039;184.648.419.885,38;2.837.782
WDOFUT;04/09/2024;6.556,474;6.574,424;6.521,153;6.551,263;187.289.044.849,65;2.861.302
WDOFUT;03/09/2024;6.550,105;6.565,160;6.475,988;6.558,790;206.067.260.346,55;3.156.229
WDOFUT;02/09/2024;6.534,471;6.575,003;6.508,993;6.522,311;165.064.284.449,00;2.524.252
WDOFUT;30/08/2024;6.480,620;6.612,062;6.473,671;6.519,416;285.649.125.786,02;4.358.974
WDOFUT;29/08/2024;6.458,366;6.580,343;6.455,462;6.539,103;227.202.571.491,91;3.476.991
WDOFUT;28/08/2024;6.404,929;6.472,887;6.404,348;6.466,498;193.441.434.866,31;3.006.077
WDOFUT;27/08/2024;6.370,659;6.414,803;6.364,851;6.403,767;171.118.857.468,98;2.677.757
WDOFUT;26/08/2024;6.385,180;6.408,995;6.359,623;6.389,246;183.254.015.457,21;2.871.458
